X_C_BankStatementLoader;fanin;5;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;47
InvoiceNGL;fanin;3;fanout;145;if;6;try;2;SQL queries;1;McCabe complexity;47
InventoryCountCreate;fanin;1;fanout;99;if;9;try;2;SQL queries;1;McCabe complexity;47
ColumnSync;fanin;1;fanout;133;if;21;try;3;SQL queries;1;McCabe complexity;47
ImportBankStatement;fanin;0;fanout;281;if;16;try;2;SQL queries;3;McCabe complexity;47
X_M_MovementLine;fanin;107;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
X_C_AllocationLine;fanin;90;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
X_PA_Measure;fanin;41;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
X_A_Asset_Delivery;fanin;24;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
MBOMProduct;fanin;23;fanout;174;if;14;try;6;SQL queries;3;McCabe complexity;46
X_I_Conversion_Rate;fanin;18;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
X_CM_Ad;fanin;10;fanout;0;if;0;try;0;SQL queries;0;McCabe complexity;46
